0,fachbereich-bloch-station (0)
1,programm-kanal-zeitung (1)
2,brief-text-frage (2)
3,genosse-freitag-donnerstag (3)
4,name-ding-träger (4)
5,our-ball-message (5)
6,küste-insel-arbeit (6)
7,mensch-bruder-welt (7)
8,regen-onkel-botschaft (8)
9,haus-meter-küche (9)
10,kunst-intonation-schreibe (10)
11,musik-signal-fassung (11)
12,whisky-stierstrasse-gruppe (12)
13,korrektur-distanz-stil (13)
14,porto-phase-variation (14)
15,tal-alp-bergen (15)
16,katze-adlershof-nachbarin (16)
17,versuchsperson-eingang-psychologe (17)
18,alltag-jacke-erika (18)
19,mutter-minute-einstellung (19)
20,karsch-unglück-reise (20)
21,bürgerheim-telephon-grammatik (21)
22,kind-turm-sohn (22)
23,student-sohn-professor (23)
24,nummer-schriftsteller-verhaftung (24)
25,park-straße-baum (25)
26,hose-küche-fassung (26)
27,jugend-schokolade-tomate (27)
28,parade-marine-protokoll (28)
29,puppe-projekt-krankenhaus (29)
30,schwede-gin-ozean (30)
31,regierung-bevölkerung-angriff (31)
32,drachen-stadt-halle (32)
33,brief-zeit-herr (33)
34,himmel-wasser-bruder (34)
35,straße-apparat-bank (35)
36,beitrag-frühling-gewinn (36)
37,bleibe-adjektiv-melodie (37)
38,kirche-see-gott (38)
39,frau-genosse-schlüssel (39)
