0	0,06249	bruder mensch geschichte sommerfeld subjekt vorgang verhalten welt waldgesicht brecht wesen regierung erzähler freiheit inner himmel literatur geschehen gleichgültig technik bestimmen ebene gedicht situation bestimmt erzählung entstehen wirkung weyrauch auftauchen erich ermöglichen vermag schicksal psychologisch ozean gedacht gedanke genau teure eigenart lesbar klug heft menschlich madame strom leugnen ulysses baum 
1	0,04297	programm ostdeutsch kanal sendung fernsehen adlershofer zürich begrüßen tagesspiegel besprechung westlich produktion prag kunde strauß umgebung vertreten linguistik film westdeutsch information politisch interessieren ankündigung kritik instanz leser abonnent langeweile ostprogramm systematisch adlershof rezension veranstalter kloten delegation kleinkünstler konsument absicht bbc detail überlegung richtung erzeugen stimmen wirken oss erörterung zeitung bürgerheim 
2	0,04198	kirche bloch individuum tod drachen fachbereich bürger gott partner evangelisch korrekt veranstalter körperschaft lärm reform ansprache schlüssel sterben kommentar beteiligung engel telegramm pfarrer funktionär tegel mitglied barbier schmerz benjamin ungebrochen postleitzahl fischer gewalt beerdigung anspruch dumm übrige leben hans kurs frankieren francisco jugendlich monarch übernachtung verschwiegenheit komitee honoratioren belagern missen 
3	0,02467	ball straße bus friedhof wismar wiese hügel gleis zaun grabstein stadtbezirk kreuz küste netz laut kellnerin beton stufe hauptstraße tageszeit stille erhoben base brust keule kühlungsborn blume leuchtturm bank linie tief komisch rasen weiß eis feuer seitlich windmühle pferdefuhrwerk sehend topologisch gießen kaufhaus mitbürger sitz fernglas leuchtfeuer brötchen schalter adlershof 
4	0,08685	bürgerheim judith bela telephon band katharina eintreffen beiläufig umarmung dieter hans zuneigung zugänglich linguist einschlägig herzhaft grammatik leipziger alltag buchhandlung budapest dichter englisch kommentar vermutung schaffnergeschichte drei kloster abstrakt aufsatz mutmaßung jahrestag bestätigen vereinigt eingang geburtstag umgekehrt brigitte magnus semantik ungarn madam getrennt authentisch sohn referat hiddensee aussehen gesundheit konrad 
5	0,03911	see boot uta güstrow kanal reimann rheinsberg zeltplatz neustrelitz strecke vetter fahrt nachteil langweilig nachtschwester zelt ober weiterfahren erfurt kommunizieren vorteil anlage fortsetzung mariechen lieben sinnen müritz iv zelten ware liebste konstruktion weib streifen wald ausgesprochen halle überlaufen maler vorhandensein basteln frisch route ad seitenschwester verblassen signal wittenberg einsam kilometer 
6	0,03131	bodensee raum absender lauf ruhr bambus verabreden schwimmen empfänger krumm nahen füllen milano bleibe grundsätzlich talent kleidung umstand salzknabe sabine bahnsteig echoen staatsorgan gebet karel naxosfaden belen sender landsberg springen kaffee stützen tal krise scheck kilometer angesehen gemse schnellzug markieren walser ausstatten nebel romantisch kommunikation gefälligst horizont kirche föhn zürich 
7	0,0369	charlie joe erika col thomas martha al sohn keller tochter frank gefängnis katze ron zuverlässig küche mädchen ost-berliner nachbarin umsteigen unangenehm gericht fußboden hitler ruhen szene kerl fallen gefälligkeit tüte rosita berthold robert erich wiederholt vorwerfen hose badezimmer max cssr prozess schräg angelsachse wahrhaftig jung anteil polizei treppe käthe decken 
8	0,08559	herzlich sabine klau jakob genießen mangel genosse weimar einfach tagen james schwede pankow freitag donnerstag vermag schlicht bohle alp budapest montag deutsch weigel gruß heinrich plenum ingelore rücken rein helene heiser tal sachwalter dasitzen abfahren wüst walter schach mittwoch feiern ungeheuerlich seele herrschen bela schreiten lautsprecher vermerken faust formen schmidt 
9	0,04581	usa ostdeutsch regierung westberlin sowjetisch musik maßnahme san kommunistisch cambridge bevölkerung oxford sowjetunion amerikanisch francisco washington ives signal aktion verhaeltnisse stattfinden hiesig charlottesville vernichten angriff ostdeutschland new yard orleans atomwaffe note musikalisch symphonie mitternacht harvard tor boston schuh verhandlung benutzung leise neutral falkner mississippi grenzverletzer presse-abteilung landung selig vernichtung taube 
