0,musik-nibelunge-text (0)
1,himmel-wasser-erzähler (1)
2,fest-einsamkeit-natur (2)
3,arbeit-küste-insel (3)
4,onkel-direktor-regen (4)
5,anruf-zweideutigkeit-arme (5)
6,januar-antwort-variation (6)
7,höhe-entwicklung-junge (7)
8,beteiligung-verhaftung-verteidigung (8)
9,gewinn-absender-tomate (9)
10,marine-fußboden-küche (10)
11,apparat-einkunft-netz (11)
12,mutter-bohle-radio (12)
13,gesetz-whisky-gruppe (13)
14,grabstein-wunsch-band (14)
15,frau-schlüssel-genosse (15)
16,our-glas-club (16)
17,park-baum-drive (17)
18,sohn-jugendliche-prozess (18)
19,genosse-apparat-plenum (19)
20,alltag-sprachwissenschaft-anspruch (20)
21,waldgesicht-bruder-geschichte (21)
22,absatz-stunde-papier (22)
23,mensch-leben-freiheit (23)
24,herr-tal-hütte (24)
25,regierung-staat-bevölkerung (25)
26,jahr-kind-haus (26)
27,haus-student-beton (27)
28,gin-zunge-mangel (28)
29,halle-nazi-anteil (29)
30,programm-kanal-fernsehen (30)
31,schreibe-komma-nase (31)
32,ball-message-cent (32)
33,sprache-schreiben-konvention (33)
34,karsch-dritte-widerstand (34)
35,butter-brötchen-gewandhaus (35)
36,geburtstagsgeschenk-betragen-herausgabe (36)
37,baumgärtner-dr-leib (37)
38,konto-betrag-abrechnung (38)
39,rad-stadtrat-erziehung (39)
40,bambus-lektorat-salzknabe (40)
41,brief-herr-zeit (41)
42,brief-art-satz (42)
43,see-vorteil-boot (43)
44,mathematik-psychologie-patient (44)
45,essen-nachtschwester-glocke (45)
46,stufe-kellnerin-hügel (46)
47,maßnahme-arme-grenzverletzer (47)
48,turm-feder-stadtbezirk (48)
49,name-träger-ding (49)
50,student-veranstalter-professor (50)
51,symphonie-präsident-veranstaltung (51)
52,bürgerheim-telephon-band (52)
53,kunst-vergnügen-winter (53)
54,kündigung-schlimmste-abs (54)
55,vokabular-stil-feuerbachthese (55)
56,projekt-puppe-krankenhaus (56)
57,kirche-bloch-individuum (57)
58,marine-parade-musiker (58)
59,vertrauen-anteilnahme-angst (59)
